SourceIPAddress,DestinationIPAddress,SourcePort,DestinationPort,Protocol,PacketLength,PacketType,TrafficType,Alerts_Warnings,SeverityLevel,LogSource,AttackType
144.114.97.211,25.124.53.187,52284,61791,0,1293,0,2,0,0,0,0
155.246.189.137,64.6.137.195,34763,13859,1,1405,1,0,0,2,0,2
213.255.158.160,153.89.113.130,53369,51290,1,1416,1,0,0,1,1,0
63.114.3.251,220.45.151.27,54475,60398,0,1064,0,2,0,1,1,2
129.20.6.203,90.94.95.210,53862,38817,1,1387,1,1,0,1,1,0
214.226.214.7,91.79.21.182,18863,25743,0,667,1,0,0,2,1,0
137.229.163.100,125.108.61.120,23348,62489,2,430,1,0,0,1,0,0
161.158.128.171,6.13.134.49,16760,9091,1,990,0,1,0,0,1,0
202.88.27.253,205.91.214.208,35274,50146,1,364,1,0,0,0,1,2
32.236.125.124,30.1.238.92,55407,44719,2,1114,0,2,0,2,0,1
36.47.71.150,7.93.45.224,41395,56021,1,259,0,0,0,1,1,0
135.103.176.198,90.55.43.242,51553,10460,0,887,1,0,0,1,1,1
139.167.106.121,23.117.180.121,31387,32106,0,603,1,2,0,0,1,1
140.135.134.26,87.218.109.193,21312,57911,1,1371,0,2,0,0,0,1
208.70.63.21,205.217.133.123,1376,25261,1,1354,0,2,0,0,0,1
222.223.7.104,121.21.104.195,19896,33065,1,1198,1,1,0,1,1,1
122.179.207.23,126.55.136.185,52880,10424,0,427,1,0,0,2,1,2
205.152.225.28,39.219.76.28,42781,56823,0,688,0,0,0,2,0,0
83.174.114.71,188.55.72.87,63096,63389,2,1341,1,0,0,2,0,0
97.110.163.237,150.167.188.93,12587,31794,2,120,0,2,0,2,1,1
181.12.54.52,153.209.249.66,26668,27247,0,917,1,2,0,2,1,2
74.122.42.15,214.234.141.141,34873,59769,1,867,1,0,0,1,1,1
7.92.20.243,168.247.15.120,58005,50863,1,480,1,0,0,0,1,1
75.240.242.209,55.22.194.12,13952,63566,0,940,1,0,0,0,1,0
42.16.52.228,152.253.13.5,30350,58518,2,965,0,2,0,2,1,0
141.190.200.133,19.16.173.112,58938,3974,2,490,1,2,0,0,1,2
136.32.4.137,46.138.135.245,37944,25765,0,860,0,0,0,0,0,2
25.224.143.209,99.3.47.182,15274,50767,1,431,1,2,0,2,0,2
186.70.205.162,5.222.13.60,23971,55745,1,163,1,1,0,0,0,1
16.39.34.141,46.74.198.247,62752,32024,2,1243,1,0,0,1,0,1
188.20.84.115,103.173.48.59,61568,1439,0,1435,0,1,0,1,0,0
175.150.110.4,153.8.140.62,54007,37126,2,1085,1,1,0,1,1,1
147.43.119.144,123.129.118.94,26085,55600,0,702,1,0,0,0,0,0
16.158.202.192,97.119.216.218,60872,56530,2,823,0,2,0,0,1,2
159.74.125.63,50.112.155.3,28681,56135,2,757,0,0,0,1,1,1
192.255.47.23,183.30.125.4,45156,33634,1,1130,0,1,0,1,0,0
121.148.247.178,174.90.69.219,58645,46482,1,1239,0,0,0,1,1,1
106.67.84.221,120.44.83.210,35430,10268,2,1165,0,0,0,2,1,2
23.139.28.191,201.197.115.121,54578,46674,0,1361,1,1,0,1,1,0
149.119.252.87,35.97.5.112,7482,35538,1,1376,0,0,0,0,0,2
35.75.244.59,90.91.227.41,35442,22412,2,1011,1,2,0,2,0,1
45.245.63.224,128.73.72.169,25298,43288,2,1059,0,1,0,2,0,1
50.104.216.255,77.85.144.120,61872,29551,2,967,0,2,0,1,0,0
201.69.235.117,50.218.142.110,29154,41720,1,1205,0,2,0,1,0,2
26.2.244.222,9.67.63.122,62123,24703,2,1079,1,1,0,1,0,1
51.128.181.90,130.71.44.182,46828,46472,0,235,0,1,0,2,0,2
110.196.187.239,124.143.74.229,3959,49949,0,1334,1,0,0,0,1,2
50.245.100.210,45.1.219.212,58152,44633,2,1039,1,1,0,2,1,2
34.138.107.55,110.198.115.72,4843,44964,0,606,1,2,0,0,0,0
73.82.199.143,34.92.207.26,18030,44713,0,1446,0,2,0,2,0,0
70.205.230.40,120.120.181.39,35765,63630,1,907,0,2,0,1,0,1
207.87.103.51,63.85.66.191,37081,32738,1,153,1,1,0,2,1,2
111.141.142.152,185.171.125.42,40148,34873,2,1142,0,0,0,2,0,2
207.28.49.231,66.134.89.234,52640,7581,2,252,0,2,0,1,0,1
14.128.145.52,186.43.175.156,32669,47171,0,1004,0,0,0,1,0,1
131.96.220.178,113.97.136.175,51205,34868,0,1174,1,2,0,1,0,0
76.22.56.228,213.23.190.113,8886,5883,2,707,0,0,0,0,1,0
115.180.13.35,121.16.107.1,12267,43938,0,1059,1,0,0,2,0,0
76.54.110.221,106.90.142.152,3210,10711,0,1215,1,0,0,1,0,2
207.92.247.209,174.232.55.74,33473,48395,1,467,0,1,0,1,0,1
83.206.26.54,18.7.198.147,38883,8392,2,1345,1,2,0,2,0,0
139.133.177.208,33.178.73.62,31191,6131,1,1256,0,0,0,2,1,2
176.20.133.146,129.193.243.166,17857,1387,1,1253,0,2,0,0,0,2
139.173.201.51,170.77.62.11,61149,22024,1,792,0,2,0,2,0,1
188.32.50.245,35.29.245.215,46278,10135,1,1406,1,0,0,1,0,0
190.192.95.247,216.218.43.62,45730,8765,1,193,0,1,0,2,0,1
54.182.228.219,199.84.208.232,54178,58750,0,413,1,0,0,1,1,2
163.153.35.143,137.160.83.232,13154,23879,2,646,0,0,0,1,1,1
179.150.253.132,57.69.16.38,65178,13721,0,669,1,2,0,1,0,2
31.87.16.21,95.234.147.182,56168,22126,2,128,0,1,0,0,1,0
104.152.41.119,70.218.104.50,55028,29743,2,1293,0,2,0,2,1,0
177.107.41.180,171.53.96.208,23499,21494,2,338,0,0,0,1,1,0
24.206.212.218,151.131.6.64,64909,18533,1,1240,1,0,0,0,1,0
3.171.35.213,102.67.10.232,14975,26461,1,623,1,1,0,0,0,0
210.168.84.156,98.52.160.231,9100,22247,2,1015,0,0,0,0,0,1
15.171.0.74,142.233.5.81,51370,34684,2,1239,0,0,0,2,0,1
101.25.55.231,133.61.88.247,13997,33315,0,692,1,1,0,2,0,2
56.189.126.159,72.86.87.174,40913,44269,0,1172,1,1,0,0,1,0
219.130.132.162,36.84.242.75,47642,32787,1,1007,0,0,0,0,0,1
45.62.244.254,70.160.219.137,30222,10447,2,1496,1,1,0,1,0,2
21.97.78.242,57.174.71.123,52843,58048,1,274,0,0,0,1,1,2
92.229.206.4,151.6.62.184,65427,48477,2,343,0,0,0,1,0,0
164.200.64.61,13.25.84.191,63431,27892,0,1247,1,0,0,0,0,1
189.255.80.223,59.7.168.96,28215,40721,2,84,1,0,0,2,1,1
44.117.66.11,163.17.187.130,19310,58600,2,1010,0,0,0,1,0,2
21.176.178.202,43.111.42.120,19614,63334,1,526,1,2,0,1,0,0
112.150.214.230,33.96.162.105,42303,10003,2,884,1,2,0,0,0,2
59.236.127.134,106.152.151.48,38262,33721,0,1201,0,2,0,2,1,0
82.91.70.104,135.76.179.250,8565,64825,2,1178,1,0,0,2,0,1
170.237.167.105,155.135.221.143,46159,32333,2,1164,0,1,0,1,0,2
119.90.177.84,205.170.165.224,35587,54197,0,1350,1,1,0,1,1,0
202.83.188.134,93.55.79.130,42747,51383,1,968,1,1,0,0,0,0
109.161.207.226,213.155.110.245,63053,50344,2,1109,0,2,0,2,1,0
107.226.98.176,170.179.66.50,9246,30228,2,1142,1,0,0,0,0,1
195.81.71.84,184.148.74.72,19510,59688,0,479,1,2,0,1,1,1
38.136.199.41,76.179.0.206,34301,25823,0,732,0,0,0,0,1,1
216.191.222.125,8.69.65.13,36063,58738,2,333,0,2,0,0,1,1
51.124.215.41,204.2.84.254,15200,44772,0,1458,0,0,0,0,1,2
122.85.37.74,217.118.48.98,54166,30942,1,500,1,1,0,2,0,2
44.185.235.100,99.28.205.230,28071,61660,1,1359,0,2,0,0,1,0
151.16.68.145,17.57.147.85,63021,44888,1,444,0,1,0,2,0,0
192.219.124.180,13.191.220.147,16129,11455,1,1277,1,0,0,2,1,0
165.23.48.188,51.108.149.255,29238,27063,2,921,1,2,0,0,0,0
213.159.156.53,121.251.208.128,61224,28974,0,1467,0,0,0,2,0,1
215.163.162.221,23.223.105.236,4093,31185,0,815,1,2,0,2,1,1
122.212.81.108,123.186.183.64,50196,65108,1,1430,0,1,0,1,0,0
86.66.147.156,181.90.215.221,37679,49416,1,1223,0,0,0,2,0,1
18.1.190.3,94.22.41.45,53985,64843,2,497,1,2,0,1,1,0
147.132.160.232,50.50.47.33,14656,40534,1,1231,1,0,0,2,1,0
193.235.17.12,103.88.68.12,8995,45498,2,1169,0,0,0,0,0,1
190.252.102.98,45.144.18.107,41850,40441,0,778,1,1,0,0,1,1
97.201.232.241,30.81.208.241,9902,37085,1,359,0,1,0,2,0,1
210.247.70.243,44.67.84.21,26211,44850,1,242,0,1,0,2,1,0
209.34.136.194,176.10.120.168,1255,63788,2,749,0,1,0,2,1,0
170.98.168.137,89.193.27.42,40570,13745,0,896,1,0,0,2,0,0
108.235.207.90,105.202.145.217,24468,53637,0,844,0,2,0,0,0,2
201.249.152.110,78.131.52.240,60747,18448,1,242,1,0,0,0,0,1
77.214.225.151,109.161.116.195,19217,45992,0,1283,0,0,0,0,1,0
129.211.171.22,137.213.194.121,23704,24733,2,388,0,1,0,2,0,2
77.248.139.96,133.118.69.149,6514,18629,2,1250,0,1,0,1,1,0
222.234.159.253,12.155.103.62,12204,16070,1,1020,0,0,0,2,0,1
221.103.233.102,156.158.119.91,49997,57671,1,615,0,1,0,1,0,1
101.86.239.79,161.158.105.91,54300,43230,2,212,0,2,0,1,0,1
105.218.215.187,79.132.229.134,40691,45367,2,441,0,0,0,0,0,2
156.93.138.96,179.11.169.144,30843,44560,2,1418,1,2,0,0,1,0
194.161.230.227,35.207.205.196,63734,64903,1,1017,1,0,0,2,1,1
119.185.121.242,121.141.208.117,40092,4205,2,1105,1,1,0,2,0,1
193.162.220.4,72.164.209.110,42175,50417,0,668,1,2,0,0,1,2
71.151.14.162,139.164.55.67,7705,17694,2,199,0,0,0,0,0,1
15.84.169.78,28.135.184.3,28168,20953,0,278,0,1,0,1,1,2
111.248.208.248,116.109.7.60,7756,54337,2,998,0,0,0,1,0,2
33.95.149.196,129.146.190.92,9404,34316,2,850,0,2,0,1,1,0
6.128.17.169,204.173.39.39,58678,15179,1,519,1,0,0,1,1,2
111.82.201.193,184.124.232.10,10669,14227,1,1415,0,1,0,0,1,2
109.137.25.211,81.17.126.179,27326,49977,0,854,0,2,0,1,1,1
6.170.75.38,34.26.130.227,63232,44345,0,540,0,1,0,1,0,0
176.31.190.13,16.83.192.34,30787,25853,1,231,0,0,0,1,1,1
94.93.174.93,25.20.46.18,39127,40959,0,1058,0,1,0,2,1,2
208.164.147.112,36.11.203.255,44904,3112,0,338,1,1,0,1,1,2
189.228.103.13,11.216.107.194,28124,55963,2,958,0,0,0,1,0,0
157.242.212.206,149.150.117.242,16162,44457,2,182,1,0,0,1,0,0
115.226.225.28,48.30.238.81,8195,12414,1,1482,1,0,0,2,1,2
56.97.19.237,199.91.55.96,36667,49189,2,723,0,0,0,1,1,1
212.128.43.249,109.138.250.85,9773,25535,1,182,0,2,0,1,1,1
37.172.121.150,167.33.12.120,20771,22481,2,720,1,1,0,1,1,1
159.223.30.30,69.248.164.58,27069,55189,1,66,1,1,0,0,0,1
158.6.30.216,206.35.229.62,41922,42999,1,302,1,0,0,0,1,1
101.169.200.159,164.174.242.142,25070,53320,0,1213,1,2,0,0,0,1
223.62.132.176,37.135.183.194,53535,18546,2,138,1,2,0,2,1,0
142.183.125.16,104.44.156.83,53517,45635,1,1261,0,2,0,1,1,1
34.154.22.36,114.88.0.101,19133,4466,2,326,0,1,0,2,1,1
22.223.64.178,111.105.17.13,33044,62677,1,309,1,0,0,0,0,2
4.154.227.10,125.202.86.99,65337,6151,0,157,1,2,0,1,0,2
175.227.226.148,34.153.9.156,35895,32268,1,864,1,0,0,1,1,0
167.241.213.30,130.214.106.130,29902,15431,0,414,0,1,0,0,1,1
218.92.147.56,156.95.31.178,7966,13169,0,529,1,1,0,0,1,1
47.86.96.100,174.182.82.109,63140,30700,0,1386,1,0,0,2,0,1
119.51.69.86,120.57.3.195,24069,5889,2,1063,0,0,0,1,0,1
155.154.135.240,112.160.191.77,13631,12730,2,760,1,2,0,0,1,0
22.229.213.6,134.168.53.37,21255,48714,2,363,0,0,0,2,1,1
200.34.124.85,171.17.205.70,59735,31419,1,65,1,0,0,1,1,2
50.61.108.169,150.211.2.15,6989,2117,1,1316,0,2,0,0,0,2
105.230.97.56,160.248.132.41,24376,23248,1,1225,1,0,0,0,0,1
206.107.86.170,162.59.200.224,18202,4056,2,1343,1,0,0,0,1,2
139.245.252.97,148.205.154.122,46359,4533,1,593,1,2,0,0,1,0
206.22.244.255,149.236.213.142,37716,51750,2,1340,1,2,0,0,0,0
144.70.235.81,30.94.126.19,56623,3194,1,1289,0,2,0,2,0,0
39.198.204.252,116.170.74.185,47979,53266,1,1278,0,0,0,0,0,1
45.122.201.235,221.19.20.143,27831,48801,0,99,0,0,0,1,1,2
23.47.216.221,95.140.102.20,25831,39813,2,555,1,0,0,0,1,1
119.81.148.223,61.141.172.231,19094,32927,2,246,0,2,0,1,0,1
23.116.33.146,144.223.40.228,4579,27201,1,702,0,0,0,0,1,0
18.145.116.152,3.87.69.63,4145,60712,2,477,1,0,0,0,0,1
208.236.92.114,48.74.41.17,14435,33445,1,551,1,2,0,2,1,0
31.123.35.33,75.36.192.143,39910,30830,2,495,0,2,0,0,0,1
28.47.101.246,122.138.9.14,8864,65130,2,1345,1,0,0,1,1,2
36.18.12.107,85.3.250.104,5514,64238,0,1057,0,0,0,2,1,2
111.67.219.200,189.30.142.229,38048,47088,2,1352,1,1,0,1,0,1
96.238.118.40,13.36.147.35,37936,39598,2,275,1,0,0,1,0,1
25.180.148.123,193.207.112.244,17021,52438,1,1222,0,0,0,1,0,2
207.56.209.238,219.103.179.94,51793,43715,0,1141,1,1,0,1,0,0
172.247.27.116,94.241.220.156,4375,40849,1,605,0,1,0,1,0,2
172.172.36.105,88.17.133.7,4928,44129,2,364,1,2,0,2,1,2
217.203.51.180,92.205.230.82,4057,39268,1,359,0,0,0,2,1,2
58.97.196.117,175.26.182.198,50335,6528,1,930,0,0,0,2,1,1
210.222.47.196,175.140.141.24,58116,7082,1,957,1,0,0,2,0,1
156.86.195.210,52.99.224.171,6064,22293,2,1184,0,0,0,2,0,0
92.173.98.246,146.224.94.190,31778,39894,0,297,0,2,0,1,0,2
211.147.56.89,212.0.199.108,5339,45195,0,559,1,0,0,2,1,2
169.71.216.187,68.80.82.238,16013,42059,1,1440,0,2,0,0,0,1
48.198.132.165,6.1.16.133,24638,25936,0,645,0,1,0,2,1,1
203.243.60.148,20.87.79.141,43982,11972,1,153,1,0,0,1,1,0
77.1.4.159,134.238.109.248,15022,4298,1,534,0,0,0,2,0,2
114.72.129.166,96.163.231.192,26106,64206,1,97,1,2,0,2,0,0
204.174.177.138,164.43.124.61,58865,55114,0,536,1,2,0,0,1,2
105.76.237.206,54.90.218.212,49547,56672,2,360,0,0,0,0,0,2
30.4.200.235,214.114.188.190,28072,65003,2,855,1,2,0,2,0,2
18.169.142.43,215.218.191.235,20313,56816,0,1306,1,0,0,2,0,1
21.8.149.178,160.32.30.0,37054,59155,1,1130,0,1,0,0,1,0
203.227.144.169,125.39.34.187,36779,38663,0,100,0,1,0,2,0,0
26.162.48.67,64.178.255.199,63349,63257,1,471,0,1,0,0,0,0
42.125.128.238,218.122.137.71,52832,10810,0,715,0,2,0,0,0,2
166.176.69.92,153.195.44.227,49393,28752,0,295,1,0,0,1,0,2
66.216.41.75,4.148.107.153,16246,35421,1,1259,0,0,0,0,0,1
176.131.58.223,133.55.104.77,43392,24811,2,1089,0,1,0,1,1,0
68.238.98.89,150.129.109.179,30668,39443,0,427,1,0,0,0,1,1
9.4.23.58,155.43.194.27,48467,48357,1,1218,0,0,0,1,0,2
189.235.14.40,135.15.101.1,44245,50027,0,1119,0,1,0,0,1,2
55.149.232.34,182.185.118.48,49013,64368,1,1108,0,0,0,2,1,1
40.143.9.104,150.16.74.121,51563,24762,1,661,0,0,0,0,1,1
52.142.64.76,9.182.17.117,30003,33119,1,367,0,2,0,2,0,2
56.239.85.229,154.50.183.31,11791,57401,2,1050,0,2,0,2,1,1
31.41.63.149,116.221.96.252,37332,19140,0,1387,0,0,0,2,1,2
5.105.227.79,209.132.54.1,11912,39492,0,1196,1,1,0,1,0,1
44.41.160.239,150.240.148.102,35496,8189,1,1065,1,1,0,2,1,2
32.171.153.207,85.2.135.3,33709,51608,2,284,0,1,0,1,1,1
112.200.137.134,185.178.12.163,5208,13420,2,859,0,2,0,2,1,1
214.155.101.244,24.69.112.77,37319,52903,2,484,1,0,0,0,1,2
46.163.109.77,13.77.242.165,52603,50229,0,933,1,1,0,1,0,2
134.17.183.10,103.70.22.63,23204,43985,0,432,0,1,0,1,1,0
31.159.47.218,175.245.138.1,63438,5923,1,593,0,1,0,0,1,2
1.30.188.238,189.161.252.111,61834,51203,1,992,1,1,0,2,0,2
91.147.95.249,115.167.250.124,45092,19368,2,378,0,2,0,1,1,1
90.170.132.88,52.125.167.79,50383,2967,2,1122,0,2,0,0,0,1
171.69.45.21,31.217.14.95,9334,17485,2,1169,0,1,0,2,0,2
163.126.1.43,104.197.0.55,27661,7917,2,1491,1,0,0,0,0,2
6.224.101.72,112.57.26.220,41367,54269,2,1043,1,1,0,0,0,1
21.60.162.57,151.88.213.90,1302,24178,1,793,1,0,0,0,0,2
206.120.240.113,96.138.206.59,43744,4087,0,1336,1,0,0,2,1,2
134.159.3.207,42.242.246.231,64371,5509,0,1152,1,2,0,2,0,0
36.142.186.124,139.121.140.30,18918,32953,1,539,1,2,0,2,1,1
119.151.177.81,56.68.125.26,2750,59369,0,1304,0,0,0,0,0,2
32.128.192.168,150.57.186.107,1457,28344,0,957,1,2,0,2,1,0
70.244.195.70,165.152.175.76,57924,55484,0,305,1,1,0,1,1,2
5.95.42.106,68.10.117.233,18525,32878,1,746,0,2,0,2,1,0
75.205.244.116,153.34.69.214,18981,59320,1,250,0,0,0,2,0,2
149.126.149.30,49.223.182.55,15349,42810,0,898,1,0,0,0,1,1
46.76.187.58,166.117.140.235,31580,19515,0,202,0,0,0,0,0,2
97.205.33.4,200.212.117.123,44567,54545,1,870,0,0,0,0,1,0
91.180.208.246,146.170.196.14,4764,31038,2,828,1,1,0,0,0,0
220.195.163.111,64.23.122.44,26198,53518,2,1297,1,2,0,1,1,0
211.190.89.59,170.192.35.208,57824,23287,2,720,1,1,0,1,0,0
180.103.57.34,141.126.226.108,20362,4162,2,1116,1,0,0,2,1,2
220.187.190.2,138.73.104.53,51139,48462,2,859,1,1,0,2,0,0
182.177.133.28,72.78.134.177,53916,4898,2,847,1,0,0,0,0,2
125.183.3.148,89.229.232.152,53818,20068,0,381,0,2,0,0,0,2
181.230.33.59,65.215.124.94,12379,14857,0,90,1,2,0,2,1,0
190.103.93.230,155.163.125.141,44142,38293,2,1240,0,0,0,0,1,1
73.254.8.174,137.213.154.243,51685,47749,2,140,0,1,0,1,1,1
42.157.84.209,30.248.202.77,40446,62118,0,1280,0,0,0,1,0,2
28.117.39.215,11.157.154.12,18994,49841,2,379,0,0,0,1,1,0
101.5.25.75,77.174.137.142,38945,43622,2,1386,1,1,0,2,0,1
99.141.124.134,143.125.225.123,31494,6484,0,745,0,2,0,2,1,2
129.248.40.152,58.160.201.162,35137,61830,0,251,1,1,0,2,0,1
178.93.151.115,101.98.111.209,11112,38503,2,982,1,1,0,1,0,0
181.213.92.211,83.247.229.96,29420,16936,0,123,1,1,0,2,0,0
185.88.85.94,39.169.8.42,49618,59679,2,183,0,1,0,2,0,2
194.23.209.152,221.6.111.226,25264,2343,1,1213,0,0,0,0,0,2
34.201.131.90,209.194.219.254,37237,11271,2,1351,0,1,0,2,1,0
4.97.58.176,44.62.139.68,13112,31769,0,337,0,1,0,0,1,1
162.94.219.220,143.179.64.152,49372,41346,1,1371,0,1,0,0,1,2
154.156.63.239,25.64.193.72,9714,24637,0,665,1,0,0,1,0,2
152.17.45.7,70.50.158.175,61166,22013,0,425,1,0,0,1,1,1
208.189.167.158,107.129.182.116,5570,21980,1,786,1,0,0,0,1,0
147.56.117.0,211.41.209.67,52398,14107,2,996,0,2,0,2,1,2
1.53.131.101,36.148.76.106,34768,43228,0,1294,0,2,0,1,1,2
181.141.128.0,121.196.19.18,1235,19254,0,91,1,0,0,0,0,1
24.176.174.239,120.113.254.255,48231,18020,2,562,0,0,0,2,0,0
83.134.195.98,22.118.141.201,40703,44900,0,753,0,1,0,1,1,2
208.224.137.43,79.135.47.115,41736,40572,2,1209,0,2,0,1,0,1
143.27.64.15,209.184.207.201,27755,4161,1,543,1,0,0,0,1,1
196.16.54.24,36.95.244.243,31145,24617,1,905,1,1,0,1,1,2
49.161.212.92,143.30.152.153,9443,58718,1,1010,1,1,0,2,0,1
146.246.215.210,122.171.146.43,64538,3633,2,1000,0,1,0,0,0,1
188.203.73.147,128.29.51.121,26741,30597,1,1445,1,2,0,0,0,1
43.209.242.182,106.148.115.91,7856,61623,2,1210,1,2,0,0,0,2
133.13.60.148,39.75.194.124,28026,12894,2,755,0,2,0,2,0,1
96.170.71.228,178.199.170.163,50776,47150,1,263,1,0,0,0,1,0
177.51.226.69,23.77.195.131,1263,61505,0,1351,1,2,0,0,1,1
182.77.112.45,166.192.155.1,38791,27214,0,1254,1,2,0,2,0,2
73.32.82.170,185.210.210.150,60509,40330,0,839,1,2,0,2,1,1
57.138.83.131,197.37.24.17,18935,43467,1,683,1,1,0,1,1,2
168.80.79.189,222.53.112.225,12174,21891,1,869,1,1,0,2,0,2
73.207.56.53,165.174.49.114,9857,64199,1,686,1,1,0,2,1,0
17.165.5.130,107.217.72.101,56077,42004,2,644,1,2,0,2,1,1
167.1.94.56,217.250.193.213,59807,37230,1,1160,1,0,0,1,0,2
15.242.231.113,140.253.120.122,11032,26985,0,1186,0,0,0,2,0,0
126.131.200.150,80.200.128.32,12902,19887,1,1057,1,0,0,2,0,2
50.32.132.184,71.46.143.176,34315,6318,1,621,0,1,0,1,1,0
115.45.193.97,214.194.135.103,63479,40999,0,386,1,2,0,1,1,1
117.200.174.110,15.38.38.12,21058,38244,1,747,0,2,0,2,1,1
166.32.71.114,90.217.152.146,28321,48682,1,915,0,1,0,0,1,0
98.250.48.81,161.198.17.61,41243,40646,1,1236,1,2,0,0,0,0
93.126.5.228,210.156.167.110,35679,55154,2,1022,0,0,0,0,0,0
64.75.145.73,70.145.209.17,44108,21694,1,1313,0,1,0,2,0,2
98.47.105.250,39.64.10.132,56573,21426,2,416,1,2,0,0,1,1
16.28.111.146,16.192.81.135,18175,36469,0,1446,0,2,0,2,0,0
16.70.155.245,21.246.79.114,6582,22887,0,307,1,0,0,2,1,2
203.82.137.179,97.94.127.84,6351,22066,2,921,1,1,0,2,1,2
179.2.105.85,188.240.201.30,38337,48365,0,187,0,2,0,0,1,2
109.27.87.60,198.190.97.60,13079,38939,1,1250,0,1,0,1,0,1
90.12.122.83,60.108.149.18,24776,62184,2,522,1,2,0,0,0,2
48.175.235.11,14.253.239.83,45522,15215,1,473,0,0,0,1,1,2
213.29.100.119,96.234.94.13,28012,41610,0,1427,0,2,0,0,0,2
154.89.101.2,55.38.176.233,5830,6721,1,124,1,2,0,1,0,0
211.230.108.217,24.210.66.227,39024,60940,2,641,1,0,0,2,1,1
138.7.235.63,90.110.18.135,17529,20505,0,764,1,0,0,1,0,0
95.60.210.112,11.106.118.54,63111,44765,1,257,0,1,0,1,1,2
180.206.166.165,157.111.237.220,1109,41026,0,720,1,1,0,2,1,0
14.79.133.44,178.156.242.177,44897,34666,0,409,1,2,0,2,0,0
132.129.62.205,206.224.109.167,36052,60429,1,947,0,1,0,0,1,0
93.113.255.59,85.171.74.65,52953,27871,0,1155,1,0,0,1,1,2
144.176.129.140,158.125.85.33,27046,27515,1,850,0,0,0,1,1,2
15.116.89.209,4.99.40.160,13107,10027,2,90,1,2,0,1,1,2
197.52.11.184,128.164.146.61,3964,23055,2,837,0,1,0,1,1,2
201.30.52.54,87.231.211.130,44337,34724,0,519,1,1,0,1,1,2
51.131.96.251,124.83.194.172,15545,25013,1,932,1,0,0,0,1,0
172.236.106.98,56.44.208.3,60663,48241,0,998,1,2,0,1,1,1
197.239.173.22,197.81.2.223,20029,51334,0,1478,0,0,0,2,0,0
29.147.153.211,146.203.156.2,56469,60386,2,789,0,2,0,0,0,0
35.192.94.187,20.195.177.160,49479,10861,0,834,0,0,0,0,0,0
41.72.42.245,203.195.148.34,56099,41864,2,935,0,0,0,0,0,1
169.92.119.116,181.48.162.211,55784,31864,0,256,1,0,0,2,1,1
218.140.31.187,4.36.252.72,10543,46857,0,1118,1,2,0,2,1,2
90.141.72.95,54.192.169.177,29233,53619,0,1302,1,0,0,1,0,0
167.199.124.137,53.170.108.168,51771,24875,2,448,0,0,0,2,0,2
90.82.88.243,155.190.81.148,24410,41862,0,1316,0,0,0,1,1,2
220.42.188.215,95.245.142.159,59922,48672,1,1191,1,1,0,2,1,0
20.242.216.149,215.110.99.70,38758,62460,1,359,1,1,0,2,1,2
146.168.161.201,61.240.251.235,40250,5377,2,616,0,2,0,1,1,1
206.0.45.184,82.173.138.116,52740,40650,1,770,1,1,0,1,1,2
31.148.154.34,83.146.217.61,58284,19967,1,1490,0,0,0,2,0,1
136.190.23.83,51.33.180.142,48872,30257,1,1033,0,1,0,1,0,2
11.31.135.248,207.92.14.134,39572,63690,1,562,1,0,0,0,1,1
54.60.199.233,153.192.223.11,4759,20450,2,725,0,0,0,1,0,2
187.109.181.79,216.200.120.12,42997,53139,2,1105,0,2,0,2,1,1
48.125.237.63,107.29.246.177,32060,51420,2,368,1,0,0,1,0,0
189.224.26.131,39.51.211.57,9715,55008,0,406,1,2,0,1,0,2
30.23.210.77,93.188.163.108,64203,19075,0,1076,1,1,0,1,0,1
15.9.74.200,33.1.26.149,23184,61512,1,417,1,0,0,2,0,0
58.136.225.24,160.179.68.217,50799,58325,1,1328,0,2,0,2,1,2
143.233.20.122,140.153.108.49,62634,13813,2,483,1,0,0,1,1,0
212.206.224.216,158.106.194.4,22726,20909,2,1220,1,1,0,2,1,2
63.20.249.107,207.133.207.50,3494,38431,0,1426,0,2,0,2,1,0
150.43.20.166,153.228.220.77,32407,2143,0,736,1,0,0,2,0,0
14.38.37.134,6.60.198.95,49589,25393,0,259,0,0,0,2,0,1
27.192.60.49,92.197.25.156,51022,20426,1,945,0,2,0,2,1,1
122.23.48.249,98.69.128.54,59351,16809,0,456,1,1,0,0,1,0
207.104.255.205,65.241.80.191,33078,54176,0,1317,1,1,0,0,1,2
35.55.35.70,104.94.73.24,2066,7823,0,1459,1,0,0,1,0,2
54.53.60.172,29.185.219.179,41291,10980,0,1173,1,0,0,2,0,2
109.90.28.6,18.121.91.103,13452,5204,2,574,1,2,0,0,1,2
110.80.24.105,155.206.207.210,37541,1899,1,855,0,1,0,0,1,0
60.30.146.14,92.130.228.14,14750,62394,1,1291,1,1,0,2,1,1
155.1.229.199,34.77.2.162,59560,39686,0,1125,0,0,0,2,1,1
1.131.145.70,21.178.61.230,55044,33823,2,244,0,2,0,1,1,1
218.84.16.81,168.219.244.17,22543,53923,0,132,1,1,0,0,0,0
107.177.228.105,102.123.88.207,44532,46153,0,826,1,1,0,1,0,1
222.94.43.177,164.139.182.94,31507,11809,0,1098,1,1,0,2,0,0
216.251.165.188,155.113.59.56,25814,31526,2,413,1,0,0,0,0,2
3.254.138.148,222.105.232.76,33124,13874,1,1347,1,1,0,0,1,1
215.43.137.253,44.31.254.122,20417,1739,1,1111,0,0,0,1,1,2
